'id';'servings';'type';'log_date';'food';'user_id';'mood';'weight';'protein';'cals';'fat';'carbs'
'43827';'2';'dinner';'2017-05-22 00:00:00.000000';'BEEF,RND,TOP RND STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'45';'sleepy';'192';'24';'121';'3';'0'
'43828';'2';'breakfast_drink';'2017-05-22 00:00:00.000000';'BEVERAGES,CHOC DRK,MILK & SOY BSD,READY TO DRK,FORT';'45';'sleepy';'192';'4';'101';'2';'17'
'43829';'1';'lunch';'2017-05-22 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)';'45';'amorous';'192';'11';'240';'8';'31'
'43830';'3';'lunch_drink';'2017-05-22 00:00:00.000000';'BEVERAGES,CARB,LIMEADE,HI CAFFEINE';'45';'amorous';'192';'0';'18';'0';'4'
'43831';'1';'dinner_drink';'2017-05-22 00:00:00.000000';'BEVERAGES,KELLOGG\'S,SPL K PROT SHAKE';'45';'motivated';'192';'3';'64';'2';'9'
'43832';'2';'snack';'2017-05-22 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'45';'grumpy';'192';'7';'413';'11';'76'
'43833';'2';'breakfast';'2017-05-23 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'45';'motivated';'183';'7';'298';'10';'45'
'43834';'3';'dinner';'2017-05-23 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'45';'grumpy';'183';'26';'262';'17';'0'
'43835';'1';'breakfast_drink';'2017-05-23 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'45';'amorous';'183';'0';'38';'1';'7'
'43836';'1';'lunch';'2017-05-23 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH';'45';'ambivalent';'183';'12';'228';'9';'25'
'43837';'2';'lunch_drink';'2017-05-23 00:00:00.000000';'BEVERAGES,CARB,GRAPE SODA';'45';'agitated';'183';'0';'43';'0';'11'
'43838';'2';'dinner_drink';'2017-05-23 00:00:00.000000';'BEVERAGES,KELLOGG\'S,SPL K PROT SHAKE';'45';'motivated';'183';'3';'64';'2';'9'
'43839';'2';'snack';'2017-05-23 00:00:00.000000';'SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT';'45';'agitated';'183';'7';'583';'44';'45'
'43840';'1';'breakfast';'2017-05-24 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,HOMESTYLE';'45';'grumpy';'190';'7';'278';'11';'40'
'43841';'2';'dinner';'2017-05-24 00:00:00.000000';'BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8 FAT,SEL,RAW';'45';'amorous';'190';'22';'155';'8';'0'
'43842';'3';'breakfast_drink';'2017-05-24 00:00:00.000000';'BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK';'45';'grumpy';'190';'3';'65';'3';'6'
'43843';'2';'lunch';'2017-05-24 00:00:00.000000';'MCDONALD\'S,BIG MAC (WITHOUT BIG MAC SAUCE)';'45';'motivated';'190';'13';'234';'12';'21'
'43844';'2';'lunch_drink';'2017-05-24 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'45';'agitated';'190';'0';'41';'0';'11'
'43845';'2';'dinner_drink';'2017-05-24 00:00:00.000000';'BEVERAGES,ABBOTT,EAS WHEY PROT PDR';'45';'motivated';'190';'67';'385';'5';'18'
'43846';'2';'snack';'2017-05-24 00:00:00.000000';'SNACKS,POPCORN,AIR-POPPED (UNSALTED)';'45';'motivated';'190';'12';'382';'4';'78'
'43847';'3';'breakfast';'2017-05-25 00:00:00.000000';'PANCAKES,PLN,LOFAT,DRY MIX,INCOMPLETE (INCLUDES BUTTERMILK)';'45';'amorous';'187';'7';'384';'6';'75'
'43848';'3';'dinner';'2017-05-25 00:00:00.000000';'BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8 FAT,SEL,RAW';'45';'ambivalent';'187';'22';'155';'8';'0'
'43849';'3';'breakfast_drink';'2017-05-25 00:00:00.000000';'BEVERAGES,CHOC DRK,MILK & SOY BSD,READY TO DRK,FORT';'45';'motivated';'187';'4';'101';'2';'17'
'43850';'1';'lunch';'2017-05-25 00:00:00.000000';'BURGER KING,DOUBLE WHOPPER,NO CHS';'45';'agitated';'187';'14';'252';'16';'14'
'43851';'1';'lunch_drink';'2017-05-25 00:00:00.000000';'BEVERAGES,CARB,LEMON-LIME SODA,NO CAFFEINE';'45';'motivated';'187';'0';'41';'0';'10'
'43852';'2';'dinner_drink';'2017-05-25 00:00:00.000000';'BEVERAGES,WHEY PROT PDR ISOLATE';'45';'sleepy';'187';'58';'359';'1';'29'
'43853';'2';'snack';'2017-05-25 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'45';'agitated';'187';'7';'413';'11';'76'
'43854';'3';'breakfast';'2017-05-26 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CHOC CHIP';'45';'grumpy';'190';'6';'291';'10';'45'
'43855';'3';'dinner';'2017-05-26 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'45';'ambivalent';'190';'26';'262';'17';'0'
'43856';'1';'breakfast_drink';'2017-05-26 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'45';'sleepy';'190';'0';'38';'1';'7'
'43857';'3';'lunch';'2017-05-26 00:00:00.000000';'BURGER KING,DOUBLE WHOPPER,NO CHS';'45';'agitated';'190';'14';'252';'16';'14'
'43858';'3';'lunch_drink';'2017-05-26 00:00:00.000000';'BEVERAGES,CARB,ORANGE';'45';'agitated';'190';'0';'48';'0';'12'
'43859';'2';'dinner_drink';'2017-05-26 00:00:00.000000';'BEVERAGES,PROT PDR SOY BSD';'45';'ambivalent';'190';'56';'388';'6';'29'
'43860';'2';'snack';'2017-05-26 00:00:00.000000';'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL';'45';'agitated';'190';'8';'557';'34';'55'
'43861';'3';'breakfast';'2017-05-27 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,STRAWBERRY';'45';'agitated';'187';'6';'265';'9';'42'
'43862';'1';'dinner';'2017-05-27 00:00:00.000000';'BEEF,RND,TOP RND STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'45';'grumpy';'187';'24';'121';'3';'0'
'43863';'1';'breakfast_drink';'2017-05-27 00:00:00.000000';'BEVERAGES,CHOC MALT PDR,PREP W/ 1% MILK,FORT';'45';'agitated';'187';'3';'57';'1';'9'
'43864';'3';'lunch';'2017-05-27 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLUB SNDWCH';'45';'amorous';'187';'15';'250';'12';'23'
'43865';'3';'lunch_drink';'2017-05-27 00:00:00.000000';'BEVERAGES,CARB,LIMEADE,HI CAFFEINE';'45';'grumpy';'187';'0';'18';'0';'4'
'43866';'1';'dinner_drink';'2017-05-27 00:00:00.000000';'BEVERAGES,ABBOTT,EAS SOY PROT PDR';'45';'sleepy';'187';'48';'405';'4';'44'
'43867';'2';'snack';'2017-05-27 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'45';'motivated';'187';'7';'413';'11';'76'
'43868';'2';'breakfast';'2017-05-28 00:00:00.000000';'KELLOGG\'S,EGGO PROT,WAFFLES,HOMESTYLE';'45';'grumpy';'188';'11';'281';'10';'37'
'43869';'2';'dinner';'2017-05-28 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'45';'amorous';'188';'26';'262';'17';'0'
'43870';'1';'breakfast_drink';'2017-05-28 00:00:00.000000';'BEVERAGES,ALMOND MILK,UNSWTND,SHELF STABLE';'45';'amorous';'188';'1';'15';'1';'1'
'43871';'1';'lunch';'2017-05-28 00:00:00.000000';'BURGER KING,WHOPPER,W/ CHS';'45';'amorous';'188';'11';'250';'15';'17'
'43872';'1';'lunch_drink';'2017-05-28 00:00:00.000000';'BEVERAGES,CARB,COLA,FAST-FOOD COLA';'45';'motivated';'188';'0';'37';'0';'10'
'43873';'2';'dinner_drink';'2017-05-28 00:00:00.000000';'BEVERAGES,PROT PDR WHEY BSD';'45';'motivated';'188';'78';'352';'2';'6'
'43874';'1';'snack';'2017-05-28 00:00:00.000000';'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL';'45';'motivated';'188';'8';'557';'34';'55'
'43875';'2';'breakfast';'2017-05-29 00:00:00.000000';'KELLOGG\'S,EGGO PROT,WAFFLES,HOMESTYLE';'45';'sleepy';'183';'11';'281';'10';'37'
'43876';'2';'dinner';'2017-05-29 00:00:00.000000';'BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'45';'motivated';'183';'22';'139';'6';'0'
'43877';'2';'breakfast_drink';'2017-05-29 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'45';'motivated';'183';'3';'95';'3';'14'
'43878';'2';'lunch';'2017-05-29 00:00:00.000000';'MCDONALD\'S,PREMIUM GRILLED CHICK CLUB SNDWCH';'45';'ambivalent';'183';'17';'221';'8';'20'
'43879';'1';'lunch_drink';'2017-05-29 00:00:00.000000';'BEVERAGES,CARB,COLA,FAST-FOOD COLA';'45';'ambivalent';'183';'0';'37';'0';'10'
'43880';'2';'dinner_drink';'2017-05-29 00:00:00.000000';'BEVERAGES,ABBOTT,EAS SOY PROT PDR';'45';'agitated';'183';'48';'405';'4';'44'
'43881';'1';'snack';'2017-05-29 00:00:00.000000';'CANDIES,REESE\'S NUTRAGEOUS CANDY BAR';'45';'agitated';'183';'11';'517';'32';'53'
'43882';'3';'breakfast';'2017-05-30 00:00:00.000000';'KELLOGG\'S,EGGO PROT,WAFFLES,HOMESTYLE';'45';'ambivalent';'190';'11';'281';'10';'37'
'43883';'1';'dinner';'2017-05-30 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'45';'agitated';'190';'22';'160';'7';'0'
'43884';'2';'breakfast_drink';'2017-05-30 00:00:00.000000';'BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK';'45';'motivated';'190';'3';'65';'3';'6'
'43885';'2';'lunch';'2017-05-30 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH';'45';'sleepy';'190';'10';'273';'13';'28'
'43886';'2';'lunch_drink';'2017-05-30 00:00:00.000000';'BEVERAGES,CARB,GRAPE SODA';'45';'amorous';'190';'0';'43';'0';'11'
'43887';'1';'dinner_drink';'2017-05-30 00:00:00.000000';'BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR';'45';'motivated';'190';'54';'392';'11';'20'
'43888';'2';'snack';'2017-05-30 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'45';'amorous';'190';'7';'413';'11';'76'
'43889';'2';'breakfast';'2017-05-31 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,STRAWBERRY';'45';'motivated';'189';'6';'265';'9';'42'
'43890';'1';'dinner';'2017-05-31 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'45';'grumpy';'189';'22';'160';'7';'0'
'43891';'1';'breakfast_drink';'2017-05-31 00:00:00.000000';'BEVERAGES,COFFEE,READY TO DRK,VANILLA,LT,MILK BSD,SWTND';'45';'sleepy';'189';'2';'36';'1';'4'
'43892';'2';'lunch';'2017-05-31 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLUB SNDWCH';'45';'sleepy';'189';'15';'250';'12';'23'
'43893';'1';'lunch_drink';'2017-05-31 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'45';'ambivalent';'189';'0';'41';'0';'11'
'43894';'1';'dinner_drink';'2017-05-31 00:00:00.000000';'BEVERAGES,ABBOTT,EAS WHEY PROT PDR';'45';'grumpy';'189';'67';'385';'5';'18'
'43895';'3';'snack';'2017-05-31 00:00:00.000000';'CANDIES,REESE\'S FAST BREAK,CANDY BAR';'45';'grumpy';'189';'9';'495';'23';'64'
'43896';'1';'breakfast';'2017-06-01 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'45';'sleepy';'198';'7';'298';'10';'45'
'43897';'1';'dinner';'2017-06-01 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'45';'motivated';'198';'26';'262';'17';'0'
'43898';'2';'breakfast_drink';'2017-06-01 00:00:00.000000';'BEVERAGES,CHOC MALT PDR,PREP W/ 1% MILK,FORT';'45';'grumpy';'198';'3';'57';'1';'9'
'43899';'2';'lunch';'2017-06-01 00:00:00.000000';'BURGER KING,WHOPPER,W/ CHS';'45';'motivated';'198';'11';'250';'15';'17'
'43900';'1';'lunch_drink';'2017-06-01 00:00:00.000000';'BEVERAGES,CARB,GRAPE SODA';'45';'sleepy';'198';'0';'43';'0';'11'
'43901';'2';'dinner_drink';'2017-06-01 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'45';'amorous';'198';'3';'95';'3';'14'
'43902';'3';'snack';'2017-06-01 00:00:00.000000';'CANDIES,REESE\'S NUTRAGEOUS CANDY BAR';'45';'grumpy';'198';'11';'517';'32';'53'
'43903';'2';'breakfast';'2017-06-02 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'45';'sleepy';'208';'7';'298';'10';'45'
'43904';'3';'dinner';'2017-06-02 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'45';'grumpy';'208';'26';'262';'17';'0'
'43905';'2';'breakfast_drink';'2017-06-02 00:00:00.000000';'BEVERAGES,ALMOND MILK,UNSWTND,SHELF STABLE';'45';'agitated';'208';'1';'15';'1';'1'
'43906';'2';'lunch';'2017-06-02 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH';'45';'agitated';'208';'15';'244';'10';'25'
'43907';'3';'lunch_drink';'2017-06-02 00:00:00.000000';'BEVERAGES,CARB,PEPPER-TYPE,CONTAINS CAFFEINE';'45';'sleepy';'208';'0';'41';'0';'10'
'43908';'3';'dinner_drink';'2017-06-02 00:00:00.000000';'BEVERAGES,KELLOGG\'S,SPL K PROT SHAKE';'45';'grumpy';'208';'3';'64';'2';'9'
'43909';'1';'snack';'2017-06-02 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'45';'agitated';'208';'7';'413';'11';'76'
'43910';'1';'breakfast';'2017-06-03 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CHOC CHIP';'45';'motivated';'214';'6';'291';'10';'45'
'43911';'2';'dinner';'2017-06-03 00:00:00.000000';'BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'45';'ambivalent';'214';'22';'139';'6';'0'
'43912';'2';'breakfast_drink';'2017-06-03 00:00:00.000000';'BEVERAGES,STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'45';'amorous';'214';'3';'88';'3';'12'
'43913';'1';'lunch';'2017-06-03 00:00:00.000000';'MCDONALD\'S,BIG MAC (WITHOUT BIG MAC SAUCE)';'45';'amorous';'214';'13';'234';'12';'21'
'43914';'3';'lunch_drink';'2017-06-03 00:00:00.000000';'BEVERAGES,CARB,LEMON-LIME SODA,NO CAFFEINE';'45';'amorous';'214';'0';'41';'0';'10'
'43915';'2';'dinner_drink';'2017-06-03 00:00:00.000000';'BEVERAGES,KELLOGG\'S SPL K20 PROT PDR';'45';'motivated';'214';'35';'380';'1';'58'
'43916';'3';'snack';'2017-06-03 00:00:00.000000';'CANDIES,REESE\'S NUTRAGEOUS CANDY BAR';'45';'ambivalent';'214';'11';'517';'32';'53'
'43917';'3';'breakfast';'2017-06-04 00:00:00.000000';'KASHI,ORIGINAL WAFFLE';'45';'grumpy';'224';'6';'197';'7';'35'
'43918';'2';'dinner';'2017-06-04 00:00:00.000000';'PORK,CURED,HAM,FAT,BNLESS,UNHTD';'45';'sleepy';'224';'8';'515';'53';'2'
'43919';'2';'breakfast_drink';'2017-06-04 00:00:00.000000';'BEVERAGES,ALMOND MILK,UNSWTND,SHELF STABLE';'45';'agitated';'224';'1';'15';'1';'1'
'43920';'3';'lunch';'2017-06-04 00:00:00.000000';'MCDONALD\'S,PREMIUM GRILLED CHICK CLUB SNDWCH';'45';'agitated';'224';'17';'221';'8';'20'
'43921';'1';'lunch_drink';'2017-06-04 00:00:00.000000';'BEVERAGES,CARB,GINGER ALE';'45';'grumpy';'224';'0';'34';'0';'9'
'43922';'1';'dinner_drink';'2017-06-04 00:00:00.000000';'BEVERAGES,ABBOTT,EAS WHEY PROT PDR';'45';'motivated';'224';'67';'385';'5';'18'
'43923';'1';'snack';'2017-06-04 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'45';'sleepy';'224';'7';'413';'11';'76'
'43924';'2';'breakfast';'2017-06-05 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'45';'ambivalent';'223';'7';'298';'10';'45'
'43925';'2';'dinner';'2017-06-05 00:00:00.000000';'BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0 FAT, SEL, RAW';'45';'amorous';'223';'19';'187';'12';'0'
'43926';'2';'breakfast_drink';'2017-06-05 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'45';'sleepy';'223';'0';'38';'1';'7'
'43927';'2';'lunch';'2017-06-05 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)';'45';'sleepy';'223';'11';'240';'8';'31'
'43928';'1';'lunch_drink';'2017-06-05 00:00:00.000000';'BEVERAGES,CARB,ORANGE';'45';'agitated';'223';'0';'48';'0';'12'
'43929';'1';'dinner_drink';'2017-06-05 00:00:00.000000';'BEVERAGES,ABBOTT,EAS WHEY PROT PDR';'45';'motivated';'223';'67';'385';'5';'18'
'43930';'3';'snack';'2017-06-05 00:00:00.000000';'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL';'45';'ambivalent';'223';'8';'557';'34';'55'
'43931';'2';'breakfast';'2017-06-06 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,STRAWBERRY';'45';'amorous';'214';'6';'265';'9';'42'
'43932';'2';'dinner';'2017-06-06 00:00:00.000000';'PORK,CURED,SALT PORK,RAW';'45';'agitated';'214';'5';'748';'81';'0'
'43933';'1';'breakfast_drink';'2017-06-06 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'45';'grumpy';'214';'0';'38';'1';'7'
'43934';'2';'lunch';'2017-06-06 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH';'45';'amorous';'214';'15';'244';'10';'25'
'43935';'2';'lunch_drink';'2017-06-06 00:00:00.000000';'BEVERAGES,CARB,GINGER ALE';'45';'grumpy';'214';'0';'34';'0';'9'
'43936';'2';'dinner_drink';'2017-06-06 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'45';'amorous';'214';'7';'58';'3';'1'
'43937';'2';'snack';'2017-06-06 00:00:00.000000';'SNACKS,POPCORN,AIR-POPPED (UNSALTED)';'45';'grumpy';'214';'12';'382';'4';'78'
'43938';'3';'breakfast';'2017-06-07 00:00:00.000000';'KELLOGG\'S,EGGO PROT,WAFFLES,HOMESTYLE';'45';'amorous';'205';'11';'281';'10';'37'
'43939';'2';'dinner';'2017-06-07 00:00:00.000000';'PORK,CURED,SALT PORK,RAW';'45';'grumpy';'205';'5';'748';'81';'0'
'43940';'2';'breakfast_drink';'2017-06-07 00:00:00.000000';'BEVERAGES,CHOC DRK,MILK & SOY BSD,READY TO DRK,FORT';'45';'motivated';'205';'4';'101';'2';'17'
'43941';'3';'lunch';'2017-06-07 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLUB SNDWCH';'45';'sleepy';'205';'15';'250';'12';'23'
'43942';'3';'lunch_drink';'2017-06-07 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'45';'motivated';'205';'0';'41';'0';'11'
'43943';'2';'dinner_drink';'2017-06-07 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'45';'motivated';'205';'7';'58';'3';'1'
'43944';'3';'snack';'2017-06-07 00:00:00.000000';'SNACKS,POPCORN,HOME-PREPARED,OIL-POPPED,UNSALTED';'45';'ambivalent';'205';'9';'500';'28';'58'
'43945';'1';'breakfast';'2017-06-08 00:00:00.000000';'WAFFLES,CHOC CHIP,FRZ,RTH';'45';'sleepy';'208';'6';'297';'10';'46'
'43946';'1';'dinner';'2017-06-08 00:00:00.000000';'PORK,CURED,HAM,FAT,BNLESS,UNHTD';'45';'sleepy';'208';'8';'515';'53';'2'
'43947';'1';'breakfast_drink';'2017-06-08 00:00:00.000000';'BEVERAGES,CYTOSPORT,MUSCLE MILK,RTD';'45';'amorous';'208';'6';'49';'2';'2'
'43948';'2';'lunch';'2017-06-08 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH';'45';'grumpy';'208';'10';'273';'13';'28'
'43949';'1';'lunch_drink';'2017-06-08 00:00:00.000000';'BEVERAGES,CARB,COLA,FAST-FOOD COLA';'45';'amorous';'208';'0';'37';'0';'10'
'43950';'3';'dinner_drink';'2017-06-08 00:00:00.000000';'BEVERAGES,ABBOTT,EAS WHEY PROT PDR';'45';'grumpy';'208';'67';'385';'5';'18'
'43951';'2';'snack';'2017-06-08 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'45';'amorous';'208';'12';'497';'25';'60'
'43952';'1';'breakfast';'2017-05-10 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,HOMESTYLE';'46';'amorous';'178';'7';'278';'11';'40'
'43953';'1';'dinner';'2017-05-10 00:00:00.000000';'PORK,CURED,SALT PORK,RAW';'46';'agitated';'178';'5';'748';'81';'0'
'43954';'2';'breakfast_drink';'2017-05-10 00:00:00.000000';'BEVERAGES,COFFEE,READY TO DRK,VANILLA,LT,MILK BSD,SWTND';'46';'sleepy';'178';'2';'36';'1';'4'
'43955';'1';'lunch';'2017-05-10 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH';'46';'sleepy';'178';'15';'244';'10';'25'
'43956';'2';'lunch_drink';'2017-05-10 00:00:00.000000';'BEVERAGES,CARB,LIMEADE,HI CAFFEINE';'46';'amorous';'178';'0';'18';'0';'4'
'43957';'2';'dinner_drink';'2017-05-10 00:00:00.000000';'BEVERAGES,PROT PDR SOY BSD';'46';'ambivalent';'178';'56';'388';'6';'29'
'43958';'2';'snack';'2017-05-10 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'46';'grumpy';'178';'7';'413';'11';'76'
'43959';'1';'breakfast';'2017-05-11 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,STRAWBERRY';'46';'motivated';'173';'6';'265';'9';'42'
'43960';'2';'dinner';'2017-05-11 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'46';'grumpy';'173';'22';'160';'7';'0'
'43961';'2';'breakfast_drink';'2017-05-11 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'46';'sleepy';'173';'3';'95';'3';'14'
'43962';'2';'lunch';'2017-05-11 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH';'46';'sleepy';'173';'15';'244';'10';'25'
'43963';'1';'lunch_drink';'2017-05-11 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'46';'agitated';'173';'0';'41';'0';'11'
'43964';'2';'dinner_drink';'2017-05-11 00:00:00.000000';'BEVERAGES,WHEY PROT PDR ISOLATE';'46';'amorous';'173';'58';'359';'1';'29'
'43965';'1';'snack';'2017-05-11 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'46';'ambivalent';'173';'12';'497';'25';'60'
'43966';'3';'breakfast';'2017-05-12 00:00:00.000000';'WAFFLES,CHOC CHIP,FRZ,RTH';'46';'grumpy';'179';'6';'297';'10';'46'
'43967';'3';'dinner';'2017-05-12 00:00:00.000000';'BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8 FAT,SEL,RAW';'46';'grumpy';'179';'22';'155';'8';'0'
'43968';'2';'breakfast_drink';'2017-05-12 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'46';'amorous';'179';'3';'95';'3';'14'
'43969';'1';'lunch';'2017-05-12 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLUB SNDWCH';'46';'ambivalent';'179';'15';'250';'12';'23'
'43970';'2';'lunch_drink';'2017-05-12 00:00:00.000000';'BEVERAGES,CARB,LIMEADE,HI CAFFEINE';'46';'sleepy';'179';'0';'18';'0';'4'
'43971';'3';'dinner_drink';'2017-05-12 00:00:00.000000';'BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR';'46';'amorous';'179';'54';'392';'11';'20'
'43972';'3';'snack';'2017-05-12 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'46';'motivated';'179';'12';'497';'25';'60'
'43973';'1';'breakfast';'2017-05-13 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CINN TOAST';'46';'amorous';'177';'6';'325';'12';'50'
'43974';'1';'dinner';'2017-05-13 00:00:00.000000';'BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'46';'agitated';'177';'22';'139';'6';'0'
'43975';'3';'breakfast_drink';'2017-05-13 00:00:00.000000';'BEVERAGES,ALMOND MILK,UNSWTND,SHELF STABLE';'46';'motivated';'177';'1';'15';'1';'1'
'43976';'2';'lunch';'2017-05-13 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLUB SNDWCH';'46';'agitated';'177';'15';'250';'12';'23'
'43977';'2';'lunch_drink';'2017-05-13 00:00:00.000000';'BEVERAGES,CARB,GINGER ALE';'46';'motivated';'177';'0';'34';'0';'9'
'43978';'2';'dinner_drink';'2017-05-13 00:00:00.000000';'BEVERAGES,WHEY PROT PDR ISOLATE';'46';'amorous';'177';'58';'359';'1';'29'
'43979';'2';'snack';'2017-05-13 00:00:00.000000';'SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT';'46';'grumpy';'177';'7';'583';'44';'45'
'43980';'2';'breakfast';'2017-05-14 00:00:00.000000';'WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED';'46';'sleepy';'174';'7';'289';'9';'44'
'43981';'1';'dinner';'2017-05-14 00:00:00.000000';'BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8FAT,SEL,RAW';'46';'motivated';'174';'21';'208';'13';'0'
